"Month","Day","Year","Temp","Date"
"9","24","1999",83.3,1999-09-24
"9","25","1999",86.9,1999-09-25
"9","26","1999",88.3,1999-09-26
"9","27","1999",83.5,1999-09-27
"9","28","1999",85,1999-09-28
"9","29","1999",85.9,1999-09-29
"9","30","1999",82.8,1999-09-30
"10","1","1999",82.7,1999-10-01
"10","2","1999",80,1999-10-02
"10","3","1999",78.7,1999-10-03
"10","4","1999",79.3,1999-10-04
"10","5","1999",81.6,1999-10-05
"10","6","1999",79.8,1999-10-06
"10","7","1999",78.9,1999-10-07
"10","8","1999",79.6,1999-10-08
"10","9","1999",80.2,1999-10-09
"10","10","1999",80.4,1999-10-10
"10","11","1999",81.2,1999-10-11
"10","12","1999",81.1,1999-10-12
"10","13","1999",78.3,1999-10-13
"10","14","1999",75.1,1999-10-14
"10","15","1999",76.3,1999-10-15
"10","16","1999",76.3,1999-10-16
"10","17","1999",75.9,1999-10-17
"10","18","1999",75.1,1999-10-18
"10","19","1999",79.9,1999-10-19
"10","20","1999",75.5,1999-10-20
"10","21","1999",77.1,1999-10-21
"10","22","1999",74.7,1999-10-22
"10","23","1999",75.8,1999-10-23
"10","24","1999",77.1,1999-10-24
"10","25","1999",75.7,1999-10-25
"10","26","1999",75.9,1999-10-26
"10","27","1999",76.4,1999-10-27
"10","28","1999",76.2,1999-10-28
"10","29","1999",71.3,1999-10-29
"10","30","1999",75.5,1999-10-30
"10","31","1999",76.4,1999-10-31
"11","1","1999",75.3,1999-11-01
"11","2","1999",74.5,1999-11-02
"11","3","1999",73.9,1999-11-03
"11","4","1999",74.9,1999-11-04
"11","5","1999",74.6,1999-11-05
"11","6","1999",76.1,1999-11-06
"11","7","1999",72,1999-11-07
"11","8","1999",68,1999-11-08
"11","9","1999",64.8,1999-11-09
"11","10","1999",67.1,1999-11-10
"11","11","1999",69,1999-11-11
"11","12","1999",68.7,1999-11-12
"11","13","1999",73.5,1999-11-13
"11","14","1999",72.4,1999-11-14
"11","15","1999",68.2,1999-11-15
"11","16","1999",66.9,1999-11-16
"11","17","1999",67.1,1999-11-17
"11","18","1999",65.8,1999-11-18
"11","19","1999",62.2,1999-11-19
"11","20","1999",61.2,1999-11-20
"11","21","1999",62.9,1999-11-21
"11","22","1999",65.1,1999-11-22
"11","23","1999",66.7,1999-11-23
"11","24","1999",67.3,1999-11-24
"11","25","1999",65.4,1999-11-25
"11","26","1999",64.2,1999-11-26
"11","27","1999",63.9,1999-11-27
"11","28","1999",63.7,1999-11-28
"11","29","1999",63.4,1999-11-29
"11","30","1999",64.6,1999-11-30
"12","1","1999",62,1999-12-01
"12","2","1999",62.5,1999-12-02
"12","3","1999",62.6,1999-12-03
"12","4","1999",60.3,1999-12-04
"12","5","1999",60.7,1999-12-05
"12","6","1999",60,1999-12-06
"12","7","1999",63,1999-12-07
"12","8","1999",56.7,1999-12-08
"12","9","1999",58.2,1999-12-09
"12","10","1999",60.9,1999-12-10
"12","11","1999",59.8,1999-12-11
"12","12","1999",58.7,1999-12-12
"12","13","1999",56.8,1999-12-13
"12","14","1999",54.2,1999-12-14
"12","15","1999",56.4,1999-12-15
"12","16","1999",60.4,1999-12-16
"12","17","1999",57.3,1999-12-17
"12","18","1999",56.3,1999-12-18
"12","19","1999",53.3,1999-12-19
"12","20","1999",59.1,1999-12-20
"12","21","1999",53.3,1999-12-21
"12","22","1999",56.7,1999-12-22
"12","23","1999",56.5,1999-12-23
"12","24","1999",55.2,1999-12-24
"12","25","1999",49.1,1999-12-25
"12","26","1999",55.2,1999-12-26
"12","27","1999",54.7,1999-12-27
"12","28","1999",53.2,1999-12-28
"12","29","1999",52,1999-12-29
"12","30","1999",52.4,1999-12-30
"12","31","1999",50.4,1999-12-31
"1","1","2000",51.9,2000-01-01
"1","2","2000",51.1,2000-01-02
"1","3","2000",48.9,2000-01-03
"1","4","2000",47.7,2000-01-04
"1","5","2000",50.2,2000-01-05
"1","6","2000",50.4,2000-01-06
"1","7","2000",49.3,2000-01-07
"1","8","2000",54.4,2000-01-08
"1","9","2000",54.1,2000-01-09
"1","10","2000",57.2,2000-01-10
"1","11","2000",58.2,2000-01-11
"1","12","2000",61.6,2000-01-12
"1","13","2000",59.6,2000-01-13
"1","14","2000",55.5,2000-01-14
"1","15","2000",52.3,2000-01-15
"1","16","2000",51.2,2000-01-16
"1","17","2000",53.9,2000-01-17
"1","18","2000",59,2000-01-18
"1","19","2000",59.5,2000-01-19
"1","20","2000",59.2,2000-01-20
"1","21","2000",64.2,2000-01-21
"1","22","2000",58.2,2000-01-22
"1","23","2000",59.5,2000-01-23
"1","24","2000",57.9,2000-01-24
"1","25","2000",59,2000-01-25
"1","26","2000",60.1,2000-01-26
"1","27","2000",57.6,2000-01-27
"1","28","2000",58.5,2000-01-28
"1","29","2000",59.4,2000-01-29
"1","30","2000",59.9,2000-01-30
"1","31","2000",63.6,2000-01-31
"2","1","2000",60.9,2000-02-01
"2","2","2000",61.2,2000-02-02
"2","3","2000",60.8,2000-02-03
"2","4","2000",61.6,2000-02-04
"2","5","2000",56,2000-02-05
"2","6","2000",56.8,2000-02-06
"2","7","2000",54.9,2000-02-07
"2","8","2000",52.4,2000-02-08
"2","9","2000",56.7,2000-02-09
"2","10","2000",59.4,2000-02-10
"2","11","2000",54.4,2000-02-11
"2","12","2000",54,2000-02-12
"2","13","2000",53.7,2000-02-13
"2","14","2000",56.1,2000-02-14
"2","15","2000",57.7,2000-02-15
"2","16","2000",59,2000-02-16
"2","17","2000",60.8,2000-02-17
"2","18","2000",60.8,2000-02-18
"2","19","2000",57.6,2000-02-19
"2","20","2000",61.6,2000-02-20
"2","21","2000",63.6,2000-02-21
"2","22","2000",60.6,2000-02-22
"2","23","2000",59.1,2000-02-23
"2","24","2000",62,2000-02-24
"2","25","2000",59.5,2000-02-25
"2","26","2000",59,2000-02-26
"2","27","2000",64.2,2000-02-27
"2","28","2000",67,2000-02-28
"2","29","2000",68.8,2000-02-29
"3","1","2000",68.2,2000-03-01
"3","2","2000",64.5,2000-03-02
"3","3","2000",69.1,2000-03-03
"3","4","2000",74.6,2000-03-04
"3","5","2000",68.5,2000-03-05
"3","6","2000",65.1,2000-03-06
"3","7","2000",68.3,2000-03-07
"3","8","2000",67.5,2000-03-08
"3","9","2000",67.5,2000-03-09
"3","10","2000",71,2000-03-10
"3","11","2000",72.7,2000-03-11
"3","12","2000",70.5,2000-03-12
"3","13","2000",66.8,2000-03-13
"3","14","2000",67.3,2000-03-14
"3","15","2000",69.2,2000-03-15
"3","16","2000",71.6,2000-03-16
"3","17","2000",74.5,2000-03-17
"3","18","2000",72.6,2000-03-18
"3","19","2000",70.7,2000-03-19
"3","20","2000",70.1,2000-03-20
"3","21","2000",69.8,2000-03-21
"3","22","2000",71.7,2000-03-22
"3","23","2000",68.7,2000-03-23
"3","24","2000",69.2,2000-03-24
"3","25","2000",71.2,2000-03-25
"3","26","2000",75.6,2000-03-26
"3","27","2000",75.5,2000-03-27
"3","28","2000",79,2000-03-28
"3","29","2000",79.4,2000-03-29
"3","30","2000",82,2000-03-30
"3","31","2000",84.7,2000-03-31
"4","1","2000",82.9,2000-04-01
"4","2","2000",79.3,2000-04-02
"4","3","2000",79.2,2000-04-03
"4","4","2000",80.4,2000-04-04
"4","5","2000",82,2000-04-05
"4","6","2000",80.6,2000-04-06
"4","7","2000",80.5,2000-04-07
"4","8","2000",85.6,2000-04-08
"4","9","2000",83.1,2000-04-09
"4","10","2000",82.9,2000-04-10
"4","11","2000",84,2000-04-11
"4","12","2000",85.5,2000-04-12
"4","13","2000",89.6,2000-04-13
"4","14","2000",87.2,2000-04-14
"4","15","2000",85.2,2000-04-15
"4","16","2000",85.3,2000-04-16
"4","17","2000",88.7,2000-04-17
"4","18","2000",90.1,2000-04-18
"4","19","2000",92.4,2000-04-19
"4","20","2000",94.8,2000-04-20
"4","21","2000",93.5,2000-04-21
"4","22","2000",89.8,2000-04-22
"4","23","2000",88.2,2000-04-23
"4","24","2000",88.9,2000-04-24
"4","25","2000",92.9,2000-04-25
"4","26","2000",91.3,2000-04-26
"4","27","2000",88.6,2000-04-27
"4","28","2000",90,2000-04-28
"4","29","2000",90.4,2000-04-29
"4","30","2000",91.1,2000-04-30
"5","1","2000",90.6,2000-05-01
"5","2","2000",91.9,2000-05-02
"5","3","2000",91,2000-05-03
"5","4","2000",92.4,2000-05-04
"5","5","2000",88.4,2000-05-05
"5","6","2000",84.6,2000-05-06
"5","7","2000",79.1,2000-05-07
"5","8","2000",87.4,2000-05-08
"5","9","2000",91,2000-05-09
"5","10","2000",93.5,2000-05-10
"5","11","2000",95.2,2000-05-11
"5","12","2000",91.5,2000-05-12
"5","13","2000",82.4,2000-05-13
"5","14","2000",89.6,2000-05-14
"5","15","2000",95.5,2000-05-15
"5","16","2000",96,2000-05-16
"5","17","2000",96.8,2000-05-17
"5","18","2000",97,2000-05-18
"5","19","2000",98.8,2000-05-19
"5","20","2000",97.7,2000-05-20
"5","21","2000",93.5,2000-05-21
"5","22","2000",90.4,2000-05-22
"5","23","2000",95.3,2000-05-23
"5","24","2000",96.2,2000-05-24
"5","25","2000",97.7,2000-05-25
"5","26","2000",98.8,2000-05-26
"5","27","2000",96.3,2000-05-27
"5","28","2000",100.3,2000-05-28
"5","29","2000",99.8,2000-05-29
"5","30","2000",99.2,2000-05-30
"5","31","2000",90.9,2000-05-31
"6","1","2000",85.5,2000-06-01
"6","2","2000",91.7,2000-06-02
"6","3","2000",92.9,2000-06-03
"6","4","2000",84,2000-06-04
"6","5","2000",87.8,2000-06-05
"6","6","2000",80.7,2000-06-06
"6","7","2000",77.2,2000-06-07
"6","8","2000",80.2,2000-06-08
"6","9","2000",84.4,2000-06-09
"6","10","2000",84,2000-06-10
"6","11","2000",88.4,2000-06-11
"6","12","2000",89.2,2000-06-12
"6","13","2000",88,2000-06-13
"6","14","2000",94.1,2000-06-14
"6","15","2000",95.4,2000-06-15
"6","16","2000",88.8,2000-06-16
"6","17","2000",91.6,2000-06-17
"6","18","2000",93.1,2000-06-18
"6","19","2000",90.5,2000-06-19
"6","20","2000",89.5,2000-06-20
"6","21","2000",94.1,2000-06-21
"6","22","2000",81.8,2000-06-22
"6","23","2000",84.9,2000-06-23
"6","24","2000",87,2000-06-24
"6","25","2000",92.5,2000-06-25
"6","26","2000",92.6,2000-06-26
"6","27","2000",92.8,2000-06-27
"6","28","2000",92.6,2000-06-28
"6","29","2000",87.1,2000-06-29
"6","30","2000",83.1,2000-06-30
"7","1","2000",84.2,2000-07-01
"7","2","2000",83.2,2000-07-02
"7","3","2000",86.9,2000-07-03
"7","4","2000",89.9,2000-07-04
"7","5","2000",92.8,2000-07-05
"7","6","2000",95.3,2000-07-06
"7","7","2000",90.5,2000-07-07
"7","8","2000",85.5,2000-07-08
"7","9","2000",89.2,2000-07-09
"7","10","2000",87.2,2000-07-10
"7","11","2000",83.8,2000-07-11
"7","12","2000",83.3,2000-07-12
"7","13","2000",87.4,2000-07-13
"7","14","2000",86.3,2000-07-14
"7","15","2000",84.8,2000-07-15
"7","16","2000",81.4,2000-07-16
"7","17","2000",82,2000-07-17
"7","18","2000",83.1,2000-07-18
"7","19","2000",83.4,2000-07-19
"7","20","2000",87.6,2000-07-20
"7","21","2000",84.2,2000-07-21
"7","22","2000",79.7,2000-07-22
"7","23","2000",80.9,2000-07-23
"7","24","2000",82.5,2000-07-24
"7","25","2000",85.6,2000-07-25
"7","26","2000",88,2000-07-26
"7","27","2000",85.3,2000-07-27
"7","28","2000",86.3,2000-07-28
"7","29","2000",86.7,2000-07-29
"7","30","2000",86.9,2000-07-30
"7","31","2000",85.2,2000-07-31
"8","1","2000",87.9,2000-08-01
"8","2","2000",88.7,2000-08-02
"8","3","2000",87.8,2000-08-03
"8","4","2000",86.5,2000-08-04
"8","5","2000",89,2000-08-05
"8","6","2000",90.6,2000-08-06
"8","7","2000",92.4,2000-08-07
"8","8","2000",91.6,2000-08-08
"8","9","2000",89.6,2000-08-09
"8","10","2000",81.9,2000-08-10
"8","11","2000",82,2000-08-11
"8","12","2000",87.3,2000-08-12
"8","13","2000",88.9,2000-08-13
"8","14","2000",84.7,2000-08-14
"8","15","2000",83.9,2000-08-15
"8","16","2000",80.6,2000-08-16
"8","17","2000",87.1,2000-08-17
"8","18","2000",85.4,2000-08-18
"8","19","2000",81.6,2000-08-19
"8","20","2000",81.2,2000-08-20
"8","21","2000",81.7,2000-08-21
"8","22","2000",81.9,2000-08-22
"8","23","2000",81.7,2000-08-23
"8","24","2000",87.5,2000-08-24
"8","25","2000",84.3,2000-08-25
"8","26","2000",86.4,2000-08-26
"8","27","2000",89,2000-08-27
"8","28","2000",88.9,2000-08-28
"8","29","2000",85.5,2000-08-29
"8","30","2000",87.2,2000-08-30
"8","31","2000",87.2,2000-08-31
"9","1","2000",87.6,2000-09-01
"9","2","2000",88,2000-09-02
"9","3","2000",82.7,2000-09-03
"9","4","2000",87.8,2000-09-04
"9","5","2000",86.4,2000-09-05
"9","6","2000",84,2000-09-06
"9","7","2000",86.3,2000-09-07
"9","8","2000",85.4,2000-09-08
"9","9","2000",85.2,2000-09-09
"9","10","2000",86.9,2000-09-10
"9","11","2000",85.3,2000-09-11
"9","12","2000",85.9,2000-09-12
"9","13","2000",86.9,2000-09-13
"9","14","2000",86.8,2000-09-14
"9","15","2000",88.5,2000-09-15
"9","16","2000",87.6,2000-09-16
"9","17","2000",88.5,2000-09-17
"9","18","2000",86.7,2000-09-18
"9","19","2000",85.7,2000-09-19
"9","20","2000",83.3,2000-09-20
"9","21","2000",83.2,2000-09-21
"9","22","2000",84.6,2000-09-22
"9","23","2000",84.3,2000-09-23
"9","24","2000",84.6,2000-09-24
"9","25","2000",86.5,2000-09-25
"9","26","2000",78.4,2000-09-26
"9","27","2000",82.8,2000-09-27
"9","28","2000",82.3,2000-09-28
"9","29","2000",81.5,2000-09-29
"9","30","2000",82.5,2000-09-30
"10","1","2000",84.7,2000-10-01
"10","2","2000",83.6,2000-10-02
"10","3","2000",81,2000-10-03
"10","4","2000",83.6,2000-10-04
"10","5","2000",84.2,2000-10-05
"10","6","2000",84.5,2000-10-06
"10","7","2000",84.5,2000-10-07
"10","8","2000",82.6,2000-10-08
"10","9","2000",81.8,2000-10-09
"10","10","2000",82.4,2000-10-10
"10","11","2000",78.2,2000-10-11
"10","12","2000",79.3,2000-10-12
"10","13","2000",77.8,2000-10-13
"10","14","2000",78.6,2000-10-14
"10","15","2000",78.4,2000-10-15
"10","16","2000",73.2,2000-10-16
"10","17","2000",78.6,2000-10-17
"10","18","2000",78,2000-10-18
"10","19","2000",79.6,2000-10-19
"10","20","2000",80.2,2000-10-20
"10","21","2000",78.5,2000-10-21
"10","22","2000",78.3,2000-10-22
"10","23","2000",78.4,2000-10-23
"10","24","2000",79.1,2000-10-24
"10","25","2000",77.6,2000-10-25
"10","26","2000",75.7,2000-10-26
"10","27","2000",75.7,2000-10-27
"10","28","2000",75,2000-10-28
"10","29","2000",75.6,2000-10-29
"10","30","2000",75.6,2000-10-30
"10","31","2000",71.4,2000-10-31
"11","1","2000",78.3,2000-11-01
"11","2","2000",75.7,2000-11-02
"11","3","2000",73.6,2000-11-03
"11","4","2000",72.7,2000-11-04
"11","5","2000",72.6,2000-11-05
"11","6","2000",70.8,2000-11-06
"11","7","2000",72.6,2000-11-07
"11","8","2000",75,2000-11-08
"11","9","2000",72.9,2000-11-09
"11","10","2000",73.3,2000-11-10
"11","11","2000",68.9,2000-11-11
"11","12","2000",70.4,2000-11-12
"11","13","2000",71.5,2000-11-13
"11","14","2000",70.6,2000-11-14
"11","15","2000",66.8,2000-11-15
"11","16","2000",65.2,2000-11-16
"11","17","2000",69,2000-11-17
"11","18","2000",69,2000-11-18
"11","19","2000",66.4,2000-11-19
"11","20","2000",65.8,2000-11-20
"11","21","2000",66.3,2000-11-21
"11","22","2000",68.8,2000-11-22
"11","23","2000",69.3,2000-11-23
"11","24","2000",69.3,2000-11-24
"11","25","2000",65.2,2000-11-25
"11","26","2000",63.5,2000-11-26
"11","27","2000",60,2000-11-27
"11","28","2000",60.3,2000-11-28
"11","29","2000",59.5,2000-11-29
"11","30","2000",59.6,2000-11-30
"12","1","2000",58.5,2000-12-01
"12","2","2000",55.8,2000-12-02
"12","3","2000",57.7,2000-12-03
"12","4","2000",60.4,2000-12-04
"12","5","2000",59.4,2000-12-05
"12","6","2000",60.9,2000-12-06
"12","7","2000",59,2000-12-07
"12","8","2000",61.9,2000-12-08
"12","9","2000",59.7,2000-12-09
"12","10","2000",55.9,2000-12-10
"12","11","2000",58,2000-12-11
"12","12","2000",57.6,2000-12-12
"12","13","2000",57.7,2000-12-13
"12","14","2000",60.1,2000-12-14
"12","15","2000",60.7,2000-12-15
"12","16","2000",63.2,2000-12-16
"12","17","2000",62.5,2000-12-17
"12","18","2000",64.4,2000-12-18
"12","19","2000",57.3,2000-12-19
"12","20","2000",59.2,2000-12-20
"12","21","2000",55.4,2000-12-21
"12","22","2000",55.1,2000-12-22
"12","23","2000",53.4,2000-12-23
"12","24","2000",55,2000-12-24
"12","25","2000",55.5,2000-12-25
"12","26","2000",55,2000-12-26
"12","27","2000",57.9,2000-12-27
"12","28","2000",55.7,2000-12-28
"12","29","2000",57.1,2000-12-29
"12","30","2000",58.3,2000-12-30
"12","31","2000",63,2000-12-31
"1","1","2001",52.8,2001-01-01
"1","2","2001",52.7,2001-01-02
"1","3","2001",53.6,2001-01-03
"1","4","2001",52.4,2001-01-04
"1","5","2001",52.3,2001-01-05
"1","6","2001",52.5,2001-01-06
"1","7","2001",49.8,2001-01-07
"1","8","2001",48.9,2001-01-08
"1","9","2001",49,2001-01-09
"1","10","2001",50.1,2001-01-10
"1","11","2001",49.6,2001-01-11
"1","12","2001",49.7,2001-01-12
"1","13","2001",51.1,2001-01-13
"1","14","2001",53.3,2001-01-14
"1","15","2001",49.2,2001-01-15
"1","16","2001",50,2001-01-16
"1","17","2001",51.4,2001-01-17
"1","18","2001",51.6,2001-01-18
"1","19","2001",53.1,2001-01-19
"1","20","2001",52,2001-01-20
"1","21","2001",57.3,2001-01-21
"1","22","2001",59.6,2001-01-22
"1","23","2001",56.3,2001-01-23
"1","24","2001",57.7,2001-01-24
"1","25","2001",57.6,2001-01-25
"1","26","2001",59.2,2001-01-26
"1","27","2001",59.7,2001-01-27
"1","28","2001",59.9,2001-01-28
"1","29","2001",61.2,2001-01-29
"1","30","2001",64.7,2001-01-30
"1","31","2001",63.7,2001-01-31
"2","1","2001",57,2001-02-01
"2","2","2001",56.8,2001-02-02
"2","3","2001",54.9,2001-02-03
"2","4","2001",55.1,2001-02-04
"2","5","2001",57.4,2001-02-05
"2","6","2001",56.5,2001-02-06
"2","7","2001",60.2,2001-02-07
"2","8","2001",63.3,2001-02-08
"2","9","2001",61.4,2001-02-09
"2","10","2001",60.9,2001-02-10
"2","11","2001",58.3,2001-02-11
"2","12","2001",61.3,2001-02-12
"2","13","2001",64.1,2001-02-13
"2","14","2001",63.5,2001-02-14
"2","15","2001",60.3,2001-02-15
"2","16","2001",64.6,2001-02-16
"2","17","2001",65,2001-02-17
"2","18","2001",65.8,2001-02-18
"2","19","2001",66.2,2001-02-19
"2","20","2001",69.8,2001-02-20
"2","21","2001",66.8,2001-02-21
"2","22","2001",66.3,2001-02-22
"2","23","2001",69.5,2001-02-23
"2","24","2001",68.7,2001-02-24
"2","25","2001",66.7,2001-02-25
"2","26","2001",65,2001-02-26
"2","27","2001",64.4,2001-02-27
"2","28","2001",66,2001-02-28
"3","1","2001",64.8,2001-03-01
"3","2","2001",64.9,2001-03-02
"3","3","2001",65.2,2001-03-03
"3","4","2001",64.1,2001-03-04
"3","5","2001",66.3,2001-03-05
"3","6","2001",65.8,2001-03-06
"3","7","2001",70.9,2001-03-07
"3","8","2001",69.8,2001-03-08
"3","9","2001",70.1,2001-03-09
"3","10","2001",67.3,2001-03-10
"3","11","2001",71.4,2001-03-11
"3","12","2001",72,2001-03-12
"3","13","2001",78.1,2001-03-13
"3","14","2001",72.8,2001-03-14
"3","15","2001",73.6,2001-03-15
"3","16","2001",71.7,2001-03-16
"3","17","2001",72.1,2001-03-17
"3","18","2001",72.8,2001-03-18
"3","19","2001",76.9,2001-03-19
"3","20","2001",80.5,2001-03-20
"3","21","2001",75.1,2001-03-21
"3","22","2001",74.1,2001-03-22
"3","23","2001",74.2,2001-03-23
"3","24","2001",73.1,2001-03-24
"3","25","2001",76,2001-03-25
"3","26","2001",77.2,2001-03-26
"3","27","2001",79.3,2001-03-27
"3","28","2001",79.1,2001-03-28
"3","29","2001",77.7,2001-03-29
"3","30","2001",68.3,2001-03-30
"3","31","2001",72.5,2001-03-31
"4","1","2001",72.8,2001-04-01
"4","2","2001",74.8,2001-04-02
"4","3","2001",77.9,2001-04-03
"4","4","2001",78.5,2001-04-04
"4","5","2001",82.1,2001-04-05
"4","6","2001",77.4,2001-04-06
"4","7","2001",78.9,2001-04-07
"4","8","2001",83.2,2001-04-08
"4","9","2001",85.5,2001-04-09
"4","10","2001",85.8,2001-04-10
"4","11","2001",87.8,2001-04-11
"4","12","2001",83.8,2001-04-12
"4","13","2001",81.6,2001-04-13
"4","14","2001",80,2001-04-14
"4","15","2001",79.5,2001-04-15
"4","16","2001",79.7,2001-04-16
"4","17","2001",74.2,2001-04-17
"4","18","2001",73.2,2001-04-18
"4","19","2001",74.5,2001-04-19
"4","20","2001",76.6,2001-04-20
"4","21","2001",81.2,2001-04-21
"4","22","2001",83.6,2001-04-22
"4","23","2001",85.8,2001-04-23
"4","24","2001",87.3,2001-04-24
"4","25","2001",88.6,2001-04-25
"4","26","2001",90.6,2001-04-26
"4","27","2001",93.2,2001-04-27
"4","29","2001",92.9,2001-04-29
"4","30","2001",92.8,2001-04-30
"5","1","2001",88.5,2001-05-01
"5","2","2001",90.1,2001-05-02
"5","3","2001",88.1,2001-05-03
"5","4","2001",88.4,2001-05-04
"5","5","2001",91.7,2001-05-05
"5","6","2001",94.3,2001-05-06
"5","7","2001",92.6,2001-05-07
"5","8","2001",92.8,2001-05-08
"5","9","2001",97.9,2001-05-09
"5","10","2001",100.6,2001-05-10
"5","11","2001",99.3,2001-05-11
"5","12","2001",93.8,2001-05-12
"5","13","2001",96.6,2001-05-13
"5","14","2001",95,2001-05-14
"5","15","2001",88.2,2001-05-15
"5","16","2001",84.4,2001-05-16
"5","17","2001",76.4,2001-05-17
"5","18","2001",80.3,2001-05-18
"5","19","2001",85.3,2001-05-19
"5","20","2001",80.6,2001-05-20
"5","21","2001",82.6,2001-05-21
"5","22","2001",86.9,2001-05-22
"5","23","2001",90.4,2001-05-23
"5","24","2001",95.8,2001-05-24
"5","25","2001",98.6,2001-05-25
"5","26","2001",94.2,2001-05-26
"5","27","2001",87.2,2001-05-27
"5","28","2001",85.3,2001-05-28
"5","29","2001",83.9,2001-05-29
"5","30","2001",85.7,2001-05-30
"5","31","2001",86.5,2001-05-31
"6","1","2001",90.4,2001-06-01
"6","2","2001",92.1,2001-06-02
"6","3","2001",88.6,2001-06-03
"6","4","2001",79.7,2001-06-04
"6","5","2001",81.3,2001-06-05
"6","6","2001",86.9,2001-06-06
"6","7","2001",82.2,2001-06-07
"6","8","2001",86.5,2001-06-08
"6","9","2001",86.1,2001-06-09
"6","10","2001",90.1,2001-06-10
"6","11","2001",91.5,2001-06-11
"6","12","2001",93.5,2001-06-12
"6","13","2001",94,2001-06-13
"6","14","2001",84.3,2001-06-14
"6","15","2001",90.3,2001-06-15
"6","16","2001",82.4,2001-06-16
"6","17","2001",84.2,2001-06-17
"6","18","2001",86.9,2001-06-18
"6","19","2001",89.4,2001-06-19
"6","20","2001",89.6,2001-06-20
"6","21","2001",91,2001-06-21
"6","22","2001",89.4,2001-06-22
"6","23","2001",83.9,2001-06-23
"6","24","2001",83.4,2001-06-24
"6","25","2001",82.7,2001-06-25
"6","26","2001",84.7,2001-06-26
"6","27","2001",84.9,2001-06-27
"6","28","2001",88.8,2001-06-28
"6","29","2001",89.4,2001-06-29
"6","30","2001",84.1,2001-06-30
"7","1","2001",87.1,2001-07-01
"7","2","2001",89.7,2001-07-02
"7","3","2001",87.8,2001-07-03
"7","4","2001",88.3,2001-07-04
"7","5","2001",92.1,2001-07-05
"7","6","2001",92.2,2001-07-06
"7","7","2001",86.1,2001-07-07
"7","8","2001",88.7,2001-07-08
"7","9","2001",89.7,2001-07-09
"7","10","2001",90.9,2001-07-10
"7","11","2001",89.4,2001-07-11
"7","12","2001",88.3,2001-07-12
"7","13","2001",85.3,2001-07-13
"7","14","2001",81.1,2001-07-14
"7","15","2001",84.6,2001-07-15
"7","16","2001",85.3,2001-07-16
"7","17","2001",85.5,2001-07-17
"7","18","2001",86.8,2001-07-18
"7","19","2001",85.8,2001-07-19
"7","20","2001",87.2,2001-07-20
"7","21","2001",83.7,2001-07-21
"7","22","2001",84.1,2001-07-22
"7","23","2001",88.6,2001-07-23
"7","24","2001",86.5,2001-07-24
"7","25","2001",86.2,2001-07-25
"7","26","2001",83,2001-07-26
"7","27","2001",85.2,2001-07-27
"7","28","2001",85.9,2001-07-28
"7","29","2001",87.3,2001-07-29
"7","30","2001",85.8,2001-07-30
"7","31","2001",88.8,2001-07-31
"8","1","2001",87.3,2001-08-01
"8","2","2001",88.7,2001-08-02
"8","3","2001",88.6,2001-08-03
"8","4","2001",83.2,2001-08-04
"8","5","2001",85.5,2001-08-05
"8","6","2001",85.3,2001-08-06
"8","7","2001",84.7,2001-08-07
"8","8","2001",84.6,2001-08-08
"8","9","2001",85.9,2001-08-09
"8","10","2001",88.6,2001-08-10
"8","11","2001",89.4,2001-08-11
"8","12","2001",91.6,2001-08-12
"8","13","2001",85.3,2001-08-13
"8","14","2001",78.5,2001-08-14
"8","15","2001",87.4,2001-08-15
"8","16","2001",86.4,2001-08-16
"8","17","2001",86.2,2001-08-17
"8","18","2001",87.2,2001-08-18
"8","19","2001",87.8,2001-08-19
"8","20","2001",87,2001-08-20
"8","21","2001",89.2,2001-08-21
"8","22","2001",89.4,2001-08-22
"8","23","2001",87.7,2001-08-23
"8","24","2001",86.5,2001-08-24
"8","25","2001",87,2001-08-25
"8","26","2001",89.6,2001-08-26
"8","27","2001",89.2,2001-08-27
"8","28","2001",89.5,2001-08-28
"8","29","2001",88.3,2001-08-29
"8","30","2001",88.5,2001-08-30
"8","31","2001",89.5,2001-08-31
"9","1","2001",88.7,2001-09-01
"9","2","2001",85.7,2001-09-02
"9","3","2001",85.8,2001-09-03
"9","4","2001",87.7,2001-09-04
"9","5","2001",89.2,2001-09-05
"9","6","2001",87.5,2001-09-06
"9","7","2001",85.9,2001-09-07
"9","8","2001",86.3,2001-09-08
"9","9","2001",87.1,2001-09-09
"9","10","2001",88.7,2001-09-10
"9","11","2001",88.6,2001-09-11
"9","12","2001",88.4,2001-09-12
"9","13","2001",88.8,2001-09-13
"9","14","2001",83.4,2001-09-14
"9","15","2001",82.4,2001-09-15
"9","16","2001",83.5,2001-09-16
"9","17","2001",84.5,2001-09-17
"9","18","2001",85.4,2001-09-18
"9","19","2001",86.4,2001-09-19
"9","20","2001",86.7,2001-09-20
"9","21","2001",86.5,2001-09-21
"9","22","2001",85.1,2001-09-22
"9","23","2001",85.5,2001-09-23
"9","24","2001",84.1,2001-09-24
"9","25","2001",85.1,2001-09-25
"9","26","2001",86.5,2001-09-26
"9","27","2001",83.4,2001-09-27
"9","28","2001",83.7,2001-09-28
"9","29","2001",84.8,2001-09-29
"9","30","2001",82.1,2001-09-30
"10","1","2001",82.4,2001-10-01
"10","2","2001",81.2,2001-10-02
"10","3","2001",82.6,2001-10-03
"10","4","2001",82.1,2001-10-04
"10","5","2001",82.6,2001-10-05
